0,1,2
Ёлки (2010),"Об этом фильме уже сказано много хорошего и много плохого, но мы еще раз повторимся. Сам фильм состоит из нескольких маленьких историй, каждая не лишена своего драматизма, а ключевой становится система 6-ти рукопожатий, которая собственно эти истории и связывает. 

Сюжет: Система 6-ти рукопожатий - что-то новое, интересное, сказочное, но теоретически возможное. Эта идея мне чрезвычайно симпатична не только из-за оригинальности, но и потому, что фильм, сложный в исполнении (не запутаться в историях, не потерять сюжетную нить), удалось связать и сделать цельным именно благодаря этой идее.

Актерский состав: Тут мое воодушевление немножко спадает, потому что если Брежневу я как актрису вообще не воспринимаю, то Порошина и ее дешевые сопли, вопли вызывают у меня просто отвращение. Но Брежнева мне не мешала, смотрелась уместно и мило улыбалась, поэтому я в конце фильма ей даже симпатизировала.

Особо хочется отметить Урганта, Светлакова, Смольянинова, Преснякова, Гармаша, Булынко и пр.- отыграли славно. Мне было приятно увидеть таких актеров в этом фильме.

Музыка в концовке и сама концовка: Она не напрягала, но и не украшала. Немножко даже отвлекала. Хотелось чего-то более праздничного. А луна, которая появилась в самом конце, ребят, ну не смешно уже. Честно сказать, она вообще повергла меня в ступор. Как-то не вериться, что такой китчевую шнягу могли сделать люди, снявшие неплохую комедию.

Отдельно о сценках. Мне не понравился сюжет с бабкой. Он был какой-то глупый, не новогодний. Ладно, черт с ним, бабуську чуть не укокошили, приехали в больницу...А зачем было мусорить и убегать, как дикари, узнав, что бабка жива. До этого момента было смешно, а потом пунктик - уроды отмороженные. Палку явно перегнули. Хорошо, что в конце показали сцены, где они, мол, радостные сидят. История изначально провальная, так как нет никакого особого интереса. Лично мне абсолютно неважно кто лучше: сноубордист или лыжник.

Естественно изначально понятно, чем кончиться. Изначально понятно, что фильм слишком сказочный и даже теоретически такого не могло случиться. Скорее всего, первый же звонок кончился ответом: 'Че дурак?'. Но приятно ведь думать, что конец будет именно такой? Всем нам хочется поверить в сказку...

Ляпы:

Сначала сидели в салоне Вера Брежнева и кудрявый мен, а в следующей сцене они сидели наоборот. Надо быть внимательнее.

А так, это добрая, новогодняя комедия, которая может когда-нибудь стать альтернативой нашему 'С легким паром', так что господам консерваторам после этого фильма стоит напрячься.

Фильм удался.

10 из 10",good
Ёлки (2010),"Вам больше 30 лет и вы все еще верите в чудеса? Кому-то это может показаться странноватым, но нужно уважать чужой выбор. Или так - вам больше пяти лет и вы уже давно не верите в чудеса, примерно с этих пяти лет? Одни вас поймут, а другие скажут, что напрасно не верите. Именно это и доказывают нам режиссеры и актеры российской новогодней комедии «Елки» (2010). 

По сюжету действие происходит в нескольких городах, но герои происходящего знакомы через так называемое «шестое рукопожатие». Насколько хорошо они знакомы и насколько близко пересекутся, узнает только тот, кто досмотрит до конца. А досмотреть стоит, да и вы сами не захотите выключать, верите вы в чудеса или нет. Сюжет цепляет и держит в приятном напряжении до слова «end», хотя и веет от него периодически совсем уж детской наивностью, но ведь кино-то семейное.

В «Елках», разумеется, присутствует продакт-плейсмент, но он не такой навязчивый, как во второй «Иронии судьбы», которая местами смотрелась через «не хочу». Кстати, благодаря «Елкам» я узнала, что в «Одноклассниках» есть видеозвонок. Не верите? Смотрите кино.

А какой «удачный компот» (с) сварили в одной зауральской семье… Такой удачный, что закончилось все рентгеном. Причем именно это загадала одна из героинь. Хотя загадала она, конечно, не совсем так. Просто когда загадываешь желание, нужно быть конкретнее, иначе может получиться, но что-нибудь не то, а потом проснешься утром с чем-нибудь не тем, и оно будет просить кофе. Наверное, я вас уже запутала? Это только начало…

Кто круче – лыжники или серферы? Ответ на этот вопрос вы тоже найдете в «Елках». И он вас определенно улыбнет. Вот честно-честно (смотрит честными глазами и убежденно кивает)! Да, кстати, не все дворники одинаково полезны, некоторые определенно полезнее. И это вам тоже докажут герои фильма. Вот теперь вы точно окончательно и бесповоротно запутались. И это правильно, ведь «Елки» - весьма запутанная головоломка, которая будет собрана буквально на последних минутах, и вопроса, зачем вы это смотрели до конца, у вас не будет.

Вы все еще не хотите смотреть «Елки»? Хм… Какие вы недоверчивые и нелюбопытные. Может быть, актерский состав заставит? Иван Ургант (душка просто!), Вера Брежнева (стерва получилась прекрасно и ржачно одновременно), Никита Пресняков (да, тот самый), Артур Смольянинов (великолепен, впрочем, как всегда), Сергей Гармаш (без комментариев, это имя говорит само за себя), Сергей Светлаков (см. Иван Ургант), Кристина Асмус (между прочим, официально самая сексуальная женщина России 2010 года). 

Режиссеры? Их имена слишком известны, чтобы их называть. Готовы? Тогда читайте фамилии:  Бекмамбетов, Чеважевский, Киселев. 

Вот теперь вы точно приняли решение. И наверняка правильное – смотреть. Рекомендовано к просмотру детям и их родителям, причем не только под Новый год.",good
Ёлки (2010),"Фильм очень понравился, сюжет простой, но интересный. Этот фильм — отличный новогодний подарок, который должен понравится всем без исключения. И я рад, что его получил. Только не ищите в фильме глубокого смысла, интересного сценария, уникальных съемок, там все просто, по домашнему.

Фильм делает свое дело – создает отличное новогоднее настроение. Эта картина достойна того, чтобы ее показывали каждый год 31 декабря. Она выдержит испытание временем и это кино будут смотреть снова и снова, смеяться и радоваться, как смеются и смотрят бессмертные комедии Гайдая, Рязанова, Данелия. Не обращайте внимания на то, что в режиссерах присутствует Тимур Бекмамбетов. В этом фильме нет пафоса и пошлятины, поэтому смело идите в кино и получайте вашу порцию отличного предпраздничного настроения и море позитива.

Больше всего понравилась история с Ургантом и Светлаковым, отожгли они в самолете по полной. Ну и конечно сцена в МакДональдсе с Вержбицким и якутом Юсуфом просто убила до слез. Еще одним отличительным знаком этого фильма является то, что в нем снялся действующий президент страны. По-моему, в первые в истории кино.

В общем посмотреть эту комедию стоит всем, кто еще не зарядился новогодним настроением, особенно когда на пороге новый год.

С наступающим всех!

8 из 10",good
Ёлки (2010),"Стилистика Вуди Аллена, думается, будет жить в веках. Несколько историй, забавных и грустных, простых и чистых, главным образом, о любви, где чужие друг другу люди объединяются в невообразимом клубке, но заранее ты внутренне осознаёшь, что всех их ждёт счастливое будущее, которое вот-вот наступит. Вот и россиянам не чуждая такая стилистика. Шесть режиссёров, шесть историй, связанных одним поступком одинокой девочки, где добро восторжествует, а тот, кто загадывал перед Новым годом своё искреннее и самое заветное желание, наконец-то поверит в случающиеся чудеса.

Такие фильмы, я с уверенностью заявляю, просто необходимы. Такие, как 'Ёлки' - это лёгкая закуска перед многообразием новогодней ночи, такие фильмы дарят хорошее настроение и все могут это скрывать, но часто так хочется побывать на месте героев фильма, чтобы таким же чудесным образом свершилось то, о чём мы так страстно мечтаем.

Мне понравились все без исключения персонажи фильма. Нет, это не великолепная игра актёров, достойная престижных наград, они просто и честно выполнили свою работу, создав на экране столько знакомых нам людей. В них можно узнать свою соседку или же бывшую одноклассницу, а вот тот, с которым часто сталкиваешься в магазине под домом. В этом фильме не занимать душевности в образах, благо, что нет чрезмерной пафосности, стремления показать богатых людей среднего класса, словно все в России - прибыльные бизнесмены. Тут есть и умалишённые (в хорошем смысле слова) спортсмены, есть простой труженик пожарной машины, который в канун Нового Года решает помочь женщине, что поверила в своё счастье, если она загадает желание классическим способом. Есть истинный москвич и истинный парень с Урала, да кого здесь только нет! А это всё наше, родное...

Я вновь был покорён искренностью и чистотой Марии Порошиной. Это она загадывала желания, записав его, потом сжигая и высыпая в бокал шампанского, чтобы затем выпить. Артур Смольянинов и Сергей Гармаш сыграли отлично в паре, мелкий преступник и бывалый милиционер, которые затем поступятся своими принципами в жизни, чтобы стать приятным нюансом и переориентацией по их первоначальным стереотипам. Забавные друзья-подростки Александр Головин и Александр Домогаров младший, те ребята, которые как в знаменитой байке, решили опробовать ступеньки многоэтажки для лыж и сноуборда. С этими исполнителями у меня связанные самые светлые воспоминания, полученные от фильма, но, подчёркиваю, что и остальные участники предновогоднего проекта 'Ёлки' хорошо сыграли свои роли.

Такие фильмы нужны для души и отдыха, для заряда позитивом и веры в чудеса. Вы в семейном кругу встречаете Новый Год, а 'Иронию судьбы' посмотрели за день уже раза три, ну что же - попробуйте 'Ёлки', не классика, конечно же, но весьма хороший фильм.

7 из 10",good
Ёлки (2010),"Я наверно скажу банальность, но фильм Супер! Не скажу, что всё идеально, но об этом чуть позже. Сначала я перечислю его положительные качества. И так начнём с сюжета мне понравились все истории, начиная с девочки и кончая спортсменами! И ещё каждая история имеет своё начало, но общий конец  - все хорошо у тех, кто верит в чудеса!  За сюжет  большое спасибо! Актёрский   состав тоже впечатляет:  Ваня Ургант, Серёжа Светлаков, Саша Головин,  Артур  Смольянинов, Вера Брежнева, Сергей Гармаш и т.д. Музыка классно подобрана особенно мне понравилась композиция  «Время не властно» в исполнении группы HI-FI даже не смотря на то, что я не являюсь поклонником  их творчества. Но самое главное мне понравилось то, что этот фильм был новогодним по истинно  новогодним!  Меня ни чем не удивили такие как Ирония судьбы 2 или Тариф новогодний.  А ещё понравилось, какие чудеса там представлялись и как они исполнялись, то есть не по щучьему велению, а именно по моему хотению. Мы все привыкли, что чудеса это Гарри Поттер, а про обычные чудеса почему то забываем и что одного взмаха волшебной палочки не достаточно нужно ещё и верить  в то что чудеса сбудутся! Так, что верьте в чудеса!

Единственный минус я вижу это темп фильма! Всё как то  быстро происходит и быстро заканчивается.  Для сравнения возьмём фильм Рязановскую версию Иронии судьбы, там темп фильма  спокойный и никто никуда не торопится! Но я надеюсь, что в Ёлках 2 этот промах исправят! И поэтому минус один бал.

Жду новых Ёлок! С новым годом!!!  

9 из 10",good
Ёлки (2010),"Изобилие русских знаменитостей в списке актёров, исполняющих главные роли повергло меня в замешательство. Сразу вспомнилась поговорка: много хорошо – тоже плохо! Но с другой стороны, разве может фильм с участием таких профессионалов, как Мария Порошина, Сергей Гармаш, Виктор Вержбицкий, быть плохим? Верным оказалось второе предположение - картина хороша!

Сам фильм я смотрела уже не раз, но написать отзыв как-то не решалась. В первую очередь, из боязни потеряться в многочисленных героях, городах и историях. Но, как ни крути, продумано всё просто идеально…

Теория «шести рукопожатий» была для меня глотком свежего воздуха – фильмов с таким началом и сюжетом я ещё не видела. Крича на каждом шагу фразы типа «Современное русское кино редко бывает действительно хорошим» - сложно признавать, что исключения всё-таки есть. Одним из таких исключений и являются «Ёлки». Фильм настолько многогранный и необычный, что, по-моему, каждый может узнать себя или своего близкого в каком-то из героев. По сути, ведь история-то не о бедной девочке-сироте Варе, а о всём русском народе. Доброту, отзывчивость и непредсказуемость этой нации не измерить и не остановить. Рискую показаться совершенно наивной, но если б идею «шести рукопожатий» преподнесли в каком-то американском фильме – я бы не поверила!

Лично мне особенно полюбились некоторые герои:

Во-первых, мальчик Вова в исполнении совсем юного Сергея Походаева. Я видела не очень много его ролей, но играет он отлично. Очень надеюсь, что с годами он не уйдёт с большого экрана. А герой Вова – типичный маленький влюблённый. Его детская наивность и отзывчивость невероятно умиляла!

Во-вторых, герой Никиты Преснякова – Павел. Парень, который верит в свою мечту и даже борется за неё. Очень приятно удивил его талант. Природа-таки не отдохнула!

И, в-третьих, я без ума от голоса Константина Хабенского. Его тембр звучит как-то уже почти как родной. По-моему, выбор на роль рассказчика – идеален!

От души посмеялась с лыжника Александра Домогарова мл. и сноубордиста Александра Головина. Были действительно до нелепости смешные сцены, сдобренные отлично подобранной песней «Устрой Дейстрой».

Кстати говоря, о саундтреке не могу сказать ничего плохого! Если уж я стала слушать Брежневу, то это целая революция. Главную песню трелиста я уже отметила, но и всё остальное звучало вполне органично.

Добрый, очень милый фильм, раскрывающий глубины человеческих взаимоотношений. 

Превратности судьбы в отличной интерпретации!

10 из 10

",good
Ёлки (2010),"Без сомнений, мы умеем снимать либо кино о войне, либо новогодние комедии. И это уже факт. Итак, «Ёлки»!

 «Ёлки» - легкая, веселая и добрая сказка о том, что чудеса на свете бывают. Отличная комедия для всей семьи. Качественная картинка, безумно интересный сюжет, отличная игра актеров (Ургант и Светлаков просто молодцы, заставили хохотать весь зал). Весь фильм пропитан таким новогодним  настроением, что я не могла усидеть в кресле на протяжении сеанса. Хотелось уже услышать обращение президента и открыть шампанское. 

Сказать больше нечего, нужно просто идти и смотреть. И надеюсь, что на следующий новый год в число «обязательно посмотреть» войдут и «Ёлки», на уровне с «Иронией Судьбы» и «Карнавальной ночью».

10 из 10",good
Ёлки (2010),"Фильм, конечно, не шедевр. Но не так уж плох. Новогоднего настроения там нет, это факт. Но не за ним я и ходила.

Сюжет: 11 историй, 11 городов, все переплетается и всех спасет Дмитрий Анатольевич. Сюжет не нов, но и не избит.

О плюсах.

Очевидный плюс данной картины, нет такого тупизма, как в 'Черной молнии' и такого волшебства как в 'Тарифе Новогодний'. Есть какие-то глупые и нелепые ситуации, но они как-то сглажены.  

Может я не заметила, но фильме нет такой откровенной рекламы, как в 'ЧМ'. 

Фильм смотреть довольно-таки интересно. Если честно, мне было очень интересно, кто- таки замкнет эту 6-ку. 

Картина не затянута. 1,5 часа- это оптимальное время для такой типо-комедии.

Шутки. Есть над чем посмеяться. Причем не раз. И нет 'Все смешные моменты показали в трейлере'. Но и прям фееричного всплеска шуток не ждите. Скорее комичные ситуации. Нет пошлых шуток.

О минусах.

Актеры. Играют некоторые хорошо, но у меня уже глаза болят одних и тех же видеть в каждом русском фильме, просто издевательство какое-то. Очень удивилась почему нет Паши Воли, Хабенского или Безрукова, например.

Так, в принципе, минусов особых и нет. Сюжет интересный, но не захватывающий. Разве что еще игра некоторых актеров. 

Актеры.

Что мне абсолютно не понравилось, так это Вера Брежнева. Раньше везде была Фриске, теперь она. Вот уж из кого- кого, а из нее актриса слабая.

Ургант и Светлаков. Отличные ребята, на мой взгляд. Да, не актеры, но играют легко и довольно-таки неплохо.

Катя Вилкова и Кристина Асмус. Они настолько красивы, изящны, милы, что в принципе, их можно просто поставить и пусть они молчат). Хотя, на мой взгляд, игра у них тоже хорошая.

Также понравились все парни, которые играли. Очень понравилась комната в общаге в Казани. Мне кажется, весьма-весьма жизненно. И парни в лыжных костюмах тоже понравились. Очень такие реалистичные персонажи.

Об остальных писать не хочу.  Точнее не вижу смысла, про них уже во многих рецензиях примерно одно и тоже написано.

В целом, сходить можно. Мой оценка:

8 из 10",good
Ёлки (2010),"Есть такая теория: все люди на Земле знакомы друг с другом через шесть человек. 

А еще есть девочка Варя из детского дома в Калининграде, которая говорит всем, что ее папа - президент. Окружающие, естественно, требуют доказательств. Пусть, мол, папа привет тебе передаст. Но так как по телевизору такое не говорят, они соглашаются на кодовую фразу: 'На деда мороза надейся, а сам не плошай'. Достучаться до президента задача, конечно, не из легких. Но у Вари есть друг, который знает про эту теорию и берется на практике ее доказать, чтобы передать таки главе государства Варину наивную просьбу. Тут-то все и начинается...

Фильм очень смешной и добрый. Настоящая новогодняя комедия. В нем не нужно искать глубинного смысла. Не нужно придираться к саундтреку, не нужно кричать про плохую игру актеров и просчеты оператора. Надо просто сесть, расслабиться и смотреть хороший фильм. И верить, что чудеса в жизни действительно случаются. Особенно если над этим немного поработать.

Моя оценка: 10 из 10. Потому что я вышла из кинотеатра пару часов назад, а мне уже хочется его пересмотреть.

П. С. Я знаю президента всего через трех человек.",good
Ёлки (2010),"'У нас не так много праздников, которые мы отмечаем всей страной. Это — удачная игра сборной России по футболу и Новый год…' и отличный фильм, снятый Бекмамбетовым. Для меня это реально праздник. В нашем российском кинематографе не так уж и много фильмов, которыми можно похвастаться, но всё-таки они есть. Теперь же у многих идут такие параллели, что, если говорим о российском кино, то это есть те самые 'Лучшие фильмы' и прочая ерунда.. Нет, это не так. У нас помимо этих есть и другие. Помимо проектов Comedy Club, если и другие производители искусства. Некоторые поражают таким мнением. 

Ну, а теперь о фильме. Посмотрел его уже второй раз, но все чувства героев передались, как и в первый. Суть фильма вовсе не в 'теории рукопожатий', а в том, что чудеса рядом. К ним нужно тянуться, стремиться, верить и никогда не предавать свои чувства. Сюжет завязан возле нескольких историй. Только если случится чудо, то они будут счастливы. Это кажется почти невозможным. Но ведь герои верили, верили в своё личное счастье. А оно для каждого разное. Для кого-то почувствовать себя нужным обществу, а для кого-то - быть рядом с любимым человеком. Главное каким путём ты добиваешься его.

Актёрская игра кажется такой обыденной, незаурядной, но в тоже время каждая фраза и каждое действие играют важную роль в фильме. При втором просмотре игра Ивана Урганта показалась мне более уверенной, более чувственной, чем при первом просмотре. Сергей Светлаков тоже показал себя с лучшей стороны. Проскальзывали его любимые шутки ниже пояса, но они мне показались уместными. Вера Брежнева, игравшая саму себя, показала, что звёзды это не только лицо с обложки. Особенно понравились как сыграли Артур Смольянинов, Александр Головин и Александр Домогаров младший. Эти актёры просто заставляли улыбаться. Спасибо им за это. Да, я безусловно уверен, что игра актёров была на 5 из 5.

Спецэффекты в фильме вполне соответствуют другим Бекмамбетовским фильмам. Эффекты 'Слоу-Мо' или разговор людей под определённую музыку, всё это уже где-то было. Но это нисколько не портит фильм, а даже наоборот привносит в него что-то родное, знакомое.

Что касается шуток, то я считаю они полностью соответствуют жанру. Да, были и ниже пояса, и были не смешные, но все они вызывают улыбку. И это здорово. Для каждой истории нашлись свои шутки. И как это всё поставлено! Кажется, что уже ничего не исправить, а тут 'бац' и чудо. Да, в Новый Год такое случается. 

Меня радует то, что есть ещё фильмы, которые кажутся до того банальные, что дальше некуда, но если вдуматься, то оказывается не всё лежит на поверхности. Я благодарен Тимуру за этот фильм. Собираюсь сходить на Ёлки 2, и надеюсь, что фильм будет ещё интересней, смешней и чудеснее.",good
Ёлки (2010),"Буду краток. Фильм классный, как раз под новый год. «Ёлки» наполнены новогодней атмосферой, начинаешь верить в лучшее, в добро, в любовь. 

Фильм снят интересно, очередной новогодний сюжет смотрится легко! Актеры не переигрывают, не успевая надоесть. Все в меру!

Идея фильма, как никогда актуальна, когда вокруг столько агрессии и жестокости, но после просмотра «Ёлок» словно получаешь заряд позитивной энергии!

Посмотрев Ёлки, я почувствовал некое единение одной большой страны.

Всё снято в излюбленной манере Бекмамбетова, уже ставшей фирменным стилем режиссера. 

Тут присутствует всё: много иронии, много наивной, но такой нужной доброты. Россия показана не как зона боевых действий, море страданий, но страной, где много веселых, разных хороших людей, которых объединяет новый год, когда незнакомый человек может запросто зайди в гости, а самые нелепые и сказочные мечты могут стать явью!

Всем любителям «Иронии Судьбы 2» «Ночной Дозор» и «Дневной Дозор», а также «Питер FM» смотреть обязательно! Столько историй объедены в одну, открывающую такую простую и доходчивую истину: «Всё будет хорошо»

Всех с Наступающим Новым годом!!! На Дед Мороза надейся, но и сам не оплошай!

9 из 10",good
Ёлки (2010),"Новый год. Врем я подарков, счастья… и чудес.

Последнее отражает фильм «Елки». Сюжет из отрывков на тему: как проходит Новый год в разных крупных российских городах, везде у всех свои проблемы или радости, все они разные, но объединяет их одно- праздник, может быть и что-то еще…

И вот, Новый Год, полный мечтаний и надежд, почти наступил... 

Сейчас про сам фильм. Могу сказать, что пожалуй единственный его недостаток – это некоторая наивность. Кажется невероятным, что в Новый Год ты можешь встретить Веру Брежневу, тем более если она твой кумир, сжечь бумажку и желание исполнится? Правда невероятно? Но это неважно, просто фильм помогает верить в лучшее, надеяться на лучшее и все будет также. Вы никогда не думали, что  в каком-то смысле многое зависит от самого человека, от нас, а не от кого-то другого. Новый год- время когда просто веришь

В плюсах можно отметить многое, к примеру, новые идеи.  Фильм снимали 6 разных режиссеров, он не только для детей, подростков, людей более старшего возраста. Здесь, в этом фильме встречаются абсолютно разные люди, разных национальностей, разного социального статуса, возраста, мыслей, идей, поступков, профессий. В каждом герое можно увидеть близкого для себя. Немало  важно, что сюжеты историй этих городов, на самом деле возможно и частично, сняты по реальным событиям. В  конце концов это простой фильм, который создает теплую атмосферу, и хорошее праздничное настроение. Так что не стоит придираться к мелочам, они есть в любом фильме, просто некоторых нам иногда не хочется их замечать.

Давайте верить в чудеса с самого детства, обнимать друг друга чтобы согреться, передавая тепло от сердца к сердцу незнакомым людям живущим по соседству (с)

Так уж повелось что Новый год всегда ассоциируется с чем- то волшебным. Эти мысли идут еще из детства… Иногда этого не хваетает. Ведь всегда хочется вернуться туда, где было еще то счастливое время где мы верили в деда мороза и снегурочку, что игрушки оживают по ночам, и исполнение желаний далеко не миф. Такую атмосферу отражает фильм. Сказка для взрослых.

Вполне хороший добрый новогодний фильм. Лично для меня не ожидалось, что этот очередной русский фильм будет достаточно впечатлительным, на фоне других российских комедий, это дорого стоит. Пусть какие-то моменты где-то наивно, где-то навязчиво, глупо, нереально… Но фильм действительно дарит только положительные эмоции, чувство радости и настрой на хороший день, ни это ли главное? Конечно каждый хочет  не только верить в сказку, но и возможность в ее осуществление, что ж иногда мечты становятся явью, чудеса бывают и никогда не поздно все изменить.

Пожалуй один из самых лучших фильмов про Новый год за последнее время.

Всех с  предстоящими праздниками! Пусть хорошие дни будут явью, тем более под новый год!».

Не буду судить строго:

9 из 10",good
Ёлки (2010),"Фильм посмотрел совсем недавно, остался очень доволен. Создатели сумели сохранить праздничную атмосферу и ритм Нового года. 

Сюжет

Задумка фильма очень понравилась, сюжет разделен на несколько городов и людей, хотя некоторые из них даже не знакомы. Но в Новый год ведь случаются чудеса. Из самого западного города России, Калининграда, слова 'На деда Мороза надейся, а сам не плошай!' прошлись почти по всем регионам страны. Причем началась эта цепочка из детского дома, с которого позвонил другу из Казани маленький, но очень мужественный и храбрый мальчик. Он, надеясь помочь своей подруге Варе, готов был совершить невозможное, ведь вера и дружба - это неисчерпаемая сила, которая заложена у детей с ранних лет. Про теорию о шести рукопожатиях услышал впервые, но ведь она сыграла решающую роль в судьбе девочки. Благополучная концовка, к которой так стремились все участники теории, наконец настала и доставила множество положительных эмоций.

Юмор

Юмор в фильме очень легкий и не пошлый, хочу выделить пару моментов, которые мне особенно понравились: это момент, когда лыжник сбил бабку, 'поединок' Юсуфа с сотрудником аппарата президента и еще множество других...

Актеры

Игра актеров исполнена прекрасно, каждый из них попытался как можно ярче и краше передать все эмоции их персонажей. 'Лыжник' в исполнении Александра Домогарова младшего и 'Сноубордист', которого сыграл Александр Головин, получились очень хорошо. Момент, когда они пришли в больницу, вышел более эмоциональней, нежели другие эпизоды. 

Все актеры сыграли просто замечательно, так что прошу к просмотру.",good
